# ucsc	ensembl	genbank	refseq
chr1	1	CM008168.2	NC_037328.1
chrUn_NW_020192044v1	NKLS02001960.1	NKLS02001960.1	NW_020192044.1
chrUn_NW_020192045v1	NKLS02001961.1	NKLS02001961.1	NW_020192045.1
chrUn_NW_020192046v1	NKLS02001962.1	NKLS02001962.1	NW_020192046.1
chrUn_NW_020192047v1	NKLS02001963.1	NKLS02001963.1	NW_020192047.1
chrUn_NW_020192048v1	NKLS02001964.1	NKLS02001964.1	NW_020192048.1
chrUn_NW_020192049v1	NKLS02001965.1	NKLS02001965.1	NW_020192049.1
chrUn_NW_020192050v1	NKLS02001966.1	NKLS02001966.1	NW_020192050.1
chrUn_NW_020192051v1	NKLS02001967.1	NKLS02001967.1	NW_020192051.1
chrUn_NW_020192052v1	NKLS02001968.1	NKLS02001968.1	NW_020192052.1
chrUn_NW_020192053v1	NKLS02001969.1	NKLS02001969.1	NW_020192053.1
chrUn_NW_020192054v1	NKLS02001970.1	NKLS02001970.1	NW_020192054.1
chrUn_NW_020192055v1	NKLS02001971.1	NKLS02001971.1	NW_020192055.1
chrUn_NW_020192056v1	NKLS02001972.1	NKLS02001972.1	NW_020192056.1
chrUn_NW_020192057v1	NKLS02001973.1	NKLS02001973.1	NW_020192057.1
chrUn_NW_020192058v1	NKLS02001974.1	NKLS02001974.1	NW_020192058.1
chrUn_NW_020192059v1	NKLS02001975.1	NKLS02001975.1	NW_020192059.1
chrUn_NW_020192060v1	NKLS02001976.1	NKLS02001976.1	NW_020192060.1
chrUn_NW_020192061v1	NKLS02001977.1	NKLS02001977.1	NW_020192061.1
chrUn_NW_020192062v1	NKLS02001978.1	NKLS02001978.1	NW_020192062.1
chrUn_NW_020192063v1	NKLS02001979.1	NKLS02001979.1	NW_020192063.1
chrUn_NW_020192064v1	NKLS02001980.1	NKLS02001980.1	NW_020192064.1
chrUn_NW_020192065v1	NKLS02001981.1	NKLS02001981.1	NW_020192065.1
chrUn_NW_020192066v1	NKLS02001982.1	NKLS02001982.1	NW_020192066.1
chrUn_NW_020192067v1	NKLS02001983.1	NKLS02001983.1	NW_020192067.1
chrUn_NW_020192068v1	NKLS02001984.1	NKLS02001984.1	NW_020192068.1
chrUn_NW_020192069v1	NKLS02001985.1	NKLS02001985.1	NW_020192069.1
chrUn_NW_020192070v1	NKLS02001986.1	NKLS02001986.1	NW_020192070.1
chrUn_NW_020192071v1	NKLS02001987.1	NKLS02001987.1	NW_020192071.1
chrUn_NW_020192072v1	NKLS02001988.1	NKLS02001988.1	NW_020192072.1
chrUn_NW_020192073v1	NKLS02001989.1	NKLS02001989.1	NW_020192073.1
chrUn_NW_020192074v1	NKLS02001990.1	NKLS02001990.1	NW_020192074.1
chrUn_NW_020192075v1	NKLS02001991.1	NKLS02001991.1	NW_020192075.1
chrUn_NW_020192076v1	NKLS02001992.1	NKLS02001992.1	NW_020192076.1
chrUn_NW_020192077v1	NKLS02001993.1	NKLS02001993.1	NW_020192077.1
chrUn_NW_020192078v1	NKLS02001994.1	NKLS02001994.1	NW_020192078.1
chrUn_NW_020192079v1	NKLS02001995.1	NKLS02001995.1	NW_020192079.1
chrUn_NW_020192080v1	NKLS02001996.1	NKLS02001996.1	NW_020192080.1
chrUn_NW_020192081v1	NKLS02001997.1	NKLS02001997.1	NW_020192081.1
chrUn_NW_020192082v1	NKLS02001998.1	NKLS02001998.1	NW_020192082.1
chrUn_NW_020192083v1	NKLS02001999.1	NKLS02001999.1	NW_020192083.1
chrUn_NW_020192084v1	NKLS02002000.1	NKLS02002000.1	NW_020192084.1
chrUn_NW_020192085v1	NKLS02002001.1	NKLS02002001.1	NW_020192085.1
chrUn_NW_020192086v1	NKLS02002002.1	NKLS02002002.1	NW_020192086.1
chrUn_NW_020192087v1	NKLS02002003.1	NKLS02002003.1	NW_020192087.1
chrUn_NW_020192088v1	NKLS02002004.1	NKLS02002004.1	NW_020192088.1
chrUn_NW_020192089v1	NKLS02002005.1	NKLS02002005.1	NW_020192089.1
chrUn_NW_020192090v1	NKLS02002006.1	NKLS02002006.1	NW_020192090.1
chrUn_NW_020192091v1	NKLS02002007.1	NKLS02002007.1	NW_020192091.1
chrUn_NW_020192092v1	NKLS02002008.1	NKLS02002008.1	NW_020192092.1
chrUn_NW_020192093v1	NKLS02002009.1	NKLS02002009.1	NW_020192093.1
chrUn_NW_020192094v1	NKLS02002010.1	NKLS02002010.1	NW_020192094.1
chrUn_NW_020192095v1	NKLS02002011.1	NKLS02002011.1	NW_020192095.1
chrUn_NW_020192096v1	NKLS02002012.1	NKLS02002012.1	NW_020192096.1
chrUn_NW_020192097v1	NKLS02002013.1	NKLS02002013.1	NW_020192097.1
chrUn_NW_020192098v1	NKLS02002014.1	NKLS02002014.1	NW_020192098.1
chrUn_NW_020192099v1	NKLS02002015.1	NKLS02002015.1	NW_020192099.1
chrUn_NW_020192100v1	NKLS02002016.1	NKLS02002016.1	NW_020192100.1
chrUn_NW_020192101v1	NKLS02002017.1	NKLS02002017.1	NW_020192101.1
chrUn_NW_020192102v1	NKLS02002018.1	NKLS02002018.1	NW_020192102.1
chrUn_NW_020192103v1	NKLS02002019.1	NKLS02002019.1	NW_020192103.1
chrUn_NW_020192104v1	NKLS02002020.1	NKLS02002020.1	NW_020192104.1
chrUn_NW_020192105v1	NKLS02002021.1	NKLS02002021.1	NW_020192105.1
chrUn_NW_020192106v1	NKLS02002022.1	NKLS02002022.1	NW_020192106.1
chrUn_NW_020192107v1	NKLS02002023.1	NKLS02002023.1	NW_020192107.1
chrUn_NW_020192108v1	NKLS02002024.1	NKLS02002024.1	NW_020192108.1
chrUn_NW_020192109v1	NKLS02002025.1	NKLS02002025.1	NW_020192109.1
chrUn_NW_020192110v1	NKLS02002026.1	NKLS02002026.1	NW_020192110.1
chrUn_NW_020192111v1	NKLS02002027.1	NKLS02002027.1	NW_020192111.1
chrUn_NW_020192112v1	NKLS02002028.1	NKLS02002028.1	NW_020192112.1
chrUn_NW_020192113v1	NKLS02002029.1	NKLS02002029.1	NW_020192113.1
chrUn_NW_020192114v1	NKLS02002030.1	NKLS02002030.1	NW_020192114.1
chrUn_NW_020192115v1	NKLS02002031.1	NKLS02002031.1	NW_020192115.1
chrUn_NW_020192116v1	NKLS02002032.1	NKLS02002032.1	NW_020192116.1
chrUn_NW_020192117v1	NKLS02002033.1	NKLS02002033.1	NW_020192117.1
chrUn_NW_020192118v1	NKLS02002034.1	NKLS02002034.1	NW_020192118.1
chrUn_NW_020192119v1	NKLS02002035.1	NKLS02002035.1	NW_020192119.1
chrUn_NW_020192120v1	NKLS02002036.1	NKLS02002036.1	NW_020192120.1
chrUn_NW_020192121v1	NKLS02002037.1	NKLS02002037.1	NW_020192121.1
chrUn_NW_020192122v1	NKLS02002038.1	NKLS02002038.1	NW_020192122.1
chrUn_NW_020192123v1	NKLS02002039.1	NKLS02002039.1	NW_020192123.1
chrUn_NW_020192124v1	NKLS02002040.1	NKLS02002040.1	NW_020192124.1
chrUn_NW_020192125v1	NKLS02002041.1	NKLS02002041.1	NW_020192125.1
chrUn_NW_020192126v1	NKLS02002042.1	NKLS02002042.1	NW_020192126.1
chrUn_NW_020192127v1	NKLS02002043.1	NKLS02002043.1	NW_020192127.1
chrUn_NW_020192128v1	NKLS02002044.1	NKLS02002044.1	NW_020192128.1
chrUn_NW_020192129v1	NKLS02002045.1	NKLS02002045.1	NW_020192129.1
chrUn_NW_020192130v1	NKLS02002046.1	NKLS02002046.1	NW_020192130.1
chrUn_NW_020192131v1	NKLS02002047.1	NKLS02002047.1	NW_020192131.1
chrUn_NW_020192132v1	NKLS02002048.1	NKLS02002048.1	NW_020192132.1
chrUn_NW_020192133v1	NKLS02002049.1	NKLS02002049.1	NW_020192133.1
chrUn_NW_020192134v1	NKLS02002050.1	NKLS02002050.1	NW_020192134.1
chrUn_NW_020192135v1	NKLS02002051.1	NKLS02002051.1	NW_020192135.1
chrUn_NW_020192136v1	NKLS02002052.1	NKLS02002052.1	NW_020192136.1
chrUn_NW_020192137v1	NKLS02002053.1	NKLS02002053.1	NW_020192137.1
chrUn_NW_020192138v1	NKLS02002054.1	NKLS02002054.1	NW_020192138.1
chrUn_NW_020192139v1	NKLS02002055.1	NKLS02002055.1	NW_020192139.1
chrUn_NW_020192140v1	NKLS02002056.1	NKLS02002056.1	NW_020192140.1
chrUn_NW_020192141v1	NKLS02002057.1	NKLS02002057.1	NW_020192141.1
chrUn_NW_020192142v1	NKLS02002058.1	NKLS02002058.1	NW_020192142.1
chrUn_NW_020192143v1	NKLS02002059.1	NKLS02002059.1	NW_020192143.1
chrUn_NW_020192144v1	NKLS02002060.1	NKLS02002060.1	NW_020192144.1
chrUn_NW_020192145v1	NKLS02002061.1	NKLS02002061.1	NW_020192145.1
chrUn_NW_020192146v1	NKLS02002062.1	NKLS02002062.1	NW_020192146.1
chrUn_NW_020192147v1	NKLS02002063.1	NKLS02002063.1	NW_020192147.1
chrUn_NW_020192148v1	NKLS02002064.1	NKLS02002064.1	NW_020192148.1
chrUn_NW_020192149v1	NKLS02002065.1	NKLS02002065.1	NW_020192149.1
chrUn_NW_020192150v1	NKLS02002066.1	NKLS02002066.1	NW_020192150.1
chrUn_NW_020192151v1	NKLS02002067.1	NKLS02002067.1	NW_020192151.1
chrUn_NW_020192152v1	NKLS02002068.1	NKLS02002068.1	NW_020192152.1
chrUn_NW_020192153v1	NKLS02002069.1	NKLS02002069.1	NW_020192153.1
chrUn_NW_020192154v1	NKLS02002070.1	NKLS02002070.1	NW_020192154.1
chrUn_NW_020192155v1	NKLS02002071.1	NKLS02002071.1	NW_020192155.1
chrUn_NW_020192156v1	NKLS02002072.1	NKLS02002072.1	NW_020192156.1
chrUn_NW_020192157v1	NKLS02002073.1	NKLS02002073.1	NW_020192157.1
chrUn_NW_020192158v1	NKLS02002074.1	NKLS02002074.1	NW_020192158.1
chrUn_NW_020192159v1	NKLS02002075.1	NKLS02002075.1	NW_020192159.1
chrUn_NW_020192160v1	NKLS02002076.1	NKLS02002076.1	NW_020192160.1
chrUn_NW_020192161v1	NKLS02002077.1	NKLS02002077.1	NW_020192161.1
chrUn_NW_020192162v1	NKLS02002078.1	NKLS02002078.1	NW_020192162.1
chrUn_NW_020192163v1	NKLS02002079.1	NKLS02002079.1	NW_020192163.1
chrUn_NW_020192164v1	NKLS02002080.1	NKLS02002080.1	NW_020192164.1
chrUn_NW_020192165v1	NKLS02002081.1	NKLS02002081.1	NW_020192165.1
chrUn_NW_020192166v1	NKLS02002082.1	NKLS02002082.1	NW_020192166.1
chrUn_NW_020192167v1	NKLS02002083.1	NKLS02002083.1	NW_020192167.1
chrUn_NW_020192168v1	NKLS02002084.1	NKLS02002084.1	NW_020192168.1
chrUn_NW_020192169v1	NKLS02002085.1	NKLS02002085.1	NW_020192169.1
chrUn_NW_020192170v1	NKLS02002086.1	NKLS02002086.1	NW_020192170.1
chrUn_NW_020192171v1	NKLS02002087.1	NKLS02002087.1	NW_020192171.1
chrUn_NW_020192172v1	NKLS02002088.1	NKLS02002088.1	NW_020192172.1
chrUn_NW_020192173v1	NKLS02002089.1	NKLS02002089.1	NW_020192173.1
chrUn_NW_020192174v1	NKLS02002090.1	NKLS02002090.1	NW_020192174.1
chrUn_NW_020192175v1	NKLS02002091.1	NKLS02002091.1	NW_020192175.1
chrUn_NW_020192176v1	NKLS02002092.1	NKLS02002092.1	NW_020192176.1
chrUn_NW_020192177v1	NKLS02002093.1	NKLS02002093.1	NW_020192177.1
chrUn_NW_020192178v1	NKLS02002094.1	NKLS02002094.1	NW_020192178.1
chrUn_NW_020192179v1	NKLS02002095.1	NKLS02002095.1	NW_020192179.1
chrUn_NW_020192180v1	NKLS02002096.1	NKLS02002096.1	NW_020192180.1
chrUn_NW_020192181v1	NKLS02002097.1	NKLS02002097.1	NW_020192181.1
chrUn_NW_020192182v1	NKLS02002098.1	NKLS02002098.1	NW_020192182.1
chrUn_NW_020192183v1	NKLS02002099.1	NKLS02002099.1	NW_020192183.1
chrUn_NW_020192184v1	NKLS02002100.1	NKLS02002100.1	NW_020192184.1
chrUn_NW_020192185v1	NKLS02002101.1	NKLS02002101.1	NW_020192185.1
chrUn_NW_020192186v1	NKLS02002102.1	NKLS02002102.1	NW_020192186.1
chrUn_NW_020192187v1	NKLS02002103.1	NKLS02002103.1	NW_020192187.1
chrUn_NW_020192188v1	NKLS02002104.1	NKLS02002104.1	NW_020192188.1
chrUn_NW_020192189v1	NKLS02002105.1	NKLS02002105.1	NW_020192189.1
chrUn_NW_020192190v1	NKLS02002106.1	NKLS02002106.1	NW_020192190.1
chrUn_NW_020192191v1	NKLS02002107.1	NKLS02002107.1	NW_020192191.1
chrUn_NW_020192192v1	NKLS02002108.1	NKLS02002108.1	NW_020192192.1
chrUn_NW_020192193v1	NKLS02002109.1	NKLS02002109.1	NW_020192193.1
chrUn_NW_020192194v1	NKLS02002110.1	NKLS02002110.1	NW_020192194.1
chrUn_NW_020192195v1	NKLS02002111.1	NKLS02002111.1	NW_020192195.1
chrUn_NW_020192196v1	NKLS02002112.1	NKLS02002112.1	NW_020192196.1
chrUn_NW_020192197v1	NKLS02002113.1	NKLS02002113.1	NW_020192197.1
chrUn_NW_020192198v1	NKLS02002114.1	NKLS02002114.1	NW_020192198.1
chrUn_NW_020192199v1	NKLS02002115.1	NKLS02002115.1	NW_020192199.1
chrUn_NW_020192200v1	NKLS02002116.1	NKLS02002116.1	NW_020192200.1
chrUn_NW_020192201v1	NKLS02002117.1	NKLS02002117.1	NW_020192201.1
chrUn_NW_020192202v1	NKLS02002118.1	NKLS02002118.1	NW_020192202.1
chrUn_NW_020192203v1	NKLS02002119.1	NKLS02002119.1	NW_020192203.1
chrUn_NW_020192204v1	NKLS02002120.1	NKLS02002120.1	NW_020192204.1
chrUn_NW_020192205v1	NKLS02002121.1	NKLS02002121.1	NW_020192205.1
chrUn_NW_020192206v1	NKLS02002122.1	NKLS02002122.1	NW_020192206.1
chrUn_NW_020192207v1	NKLS02002123.1	NKLS02002123.1	NW_020192207.1
chrUn_NW_020192208v1	NKLS02002124.1	NKLS02002124.1	NW_020192208.1
chrUn_NW_020192209v1	NKLS02002125.1	NKLS02002125.1	NW_020192209.1
chrUn_NW_020192210v1	NKLS02002126.1	NKLS02002126.1	NW_020192210.1
chrUn_NW_020192211v1	NKLS02002127.1	NKLS02002127.1	NW_020192211.1
chrUn_NW_020192212v1	NKLS02002128.1	NKLS02002128.1	NW_020192212.1
chrUn_NW_020192213v1	NKLS02002129.1	NKLS02002129.1	NW_020192213.1
chrUn_NW_020192214v1	NKLS02002130.1	NKLS02002130.1	NW_020192214.1
chrUn_NW_020192215v1	NKLS02002131.1	NKLS02002131.1	NW_020192215.1
chrUn_NW_020192216v1	NKLS02002132.1	NKLS02002132.1	NW_020192216.1
chrUn_NW_020192217v1	NKLS02002133.1	NKLS02002133.1	NW_020192217.1
chrUn_NW_020192218v1	NKLS02002134.1	NKLS02002134.1	NW_020192218.1
chrUn_NW_020192219v1	NKLS02002135.1	NKLS02002135.1	NW_020192219.1
chrUn_NW_020192220v1	NKLS02002136.1	NKLS02002136.1	NW_020192220.1
chrUn_NW_020192221v1	NKLS02002137.1	NKLS02002137.1	NW_020192221.1
chrUn_NW_020192222v1	NKLS02002138.1	NKLS02002138.1	NW_020192222.1
chrUn_NW_020192223v1	NKLS02002139.1	NKLS02002139.1	NW_020192223.1
chrUn_NW_020192224v1	NKLS02002140.1	NKLS02002140.1	NW_020192224.1
chrUn_NW_020192225v1	NKLS02002141.1	NKLS02002141.1	NW_020192225.1
chrUn_NW_020192226v1	NKLS02002142.1	NKLS02002142.1	NW_020192226.1
chrUn_NW_020192227v1	NKLS02002143.1	NKLS02002143.1	NW_020192227.1
chrUn_NW_020192228v1	NKLS02002144.1	NKLS02002144.1	NW_020192228.1
chrUn_NW_020192229v1	NKLS02002145.1	NKLS02002145.1	NW_020192229.1
chrUn_NW_020192230v1	NKLS02002146.1	NKLS02002146.1	NW_020192230.1
chrUn_NW_020192231v1	NKLS02002147.1	NKLS02002147.1	NW_020192231.1
chrUn_NW_020192232v1	NKLS02002148.1	NKLS02002148.1	NW_020192232.1
chrUn_NW_020192233v1	NKLS02002149.1	NKLS02002149.1	NW_020192233.1
chrUn_NW_020192234v1	NKLS02002150.1	NKLS02002150.1	NW_020192234.1
chrUn_NW_020192235v1	NKLS02002151.1	NKLS02002151.1	NW_020192235.1
chrUn_NW_020192236v1	NKLS02002152.1	NKLS02002152.1	NW_020192236.1
chrUn_NW_020192237v1	NKLS02002153.1	NKLS02002153.1	NW_020192237.1
chrUn_NW_020192238v1	NKLS02002154.1	NKLS02002154.1	NW_020192238.1
chrUn_NW_020192239v1	NKLS02002155.1	NKLS02002155.1	NW_020192239.1
chrUn_NW_020192240v1	NKLS02002156.1	NKLS02002156.1	NW_020192240.1
chrUn_NW_020192241v1	NKLS02002157.1	NKLS02002157.1	NW_020192241.1
chrUn_NW_020192242v1	NKLS02002158.1	NKLS02002158.1	NW_020192242.1
chrUn_NW_020192243v1	NKLS02002159.1	NKLS02002159.1	NW_020192243.1
chrUn_NW_020192244v1	NKLS02002160.1	NKLS02002160.1	NW_020192244.1
chrUn_NW_020192245v1	NKLS02002161.1	NKLS02002161.1	NW_020192245.1
chrUn_NW_020192246v1	NKLS02002162.1	NKLS02002162.1	NW_020192246.1
chrUn_NW_020192247v1	NKLS02002163.1	NKLS02002163.1	NW_020192247.1
chrUn_NW_020192248v1	NKLS02002164.1	NKLS02002164.1	NW_020192248.1
chrUn_NW_020192249v1	NKLS02002165.1	NKLS02002165.1	NW_020192249.1
chrUn_NW_020192250v1	NKLS02002166.1	NKLS02002166.1	NW_020192250.1
chrUn_NW_020192251v1	NKLS02002167.1	NKLS02002167.1	NW_020192251.1
chrUn_NW_020192252v1	NKLS02002168.1	NKLS02002168.1	NW_020192252.1
chrUn_NW_020192253v1	NKLS02002169.1	NKLS02002169.1	NW_020192253.1
chrUn_NW_020192254v1	NKLS02002170.1	NKLS02002170.1	NW_020192254.1
chrUn_NW_020192255v1	NKLS02002171.1	NKLS02002171.1	NW_020192255.1
chrUn_NW_020192256v1	NKLS02002172.1	NKLS02002172.1	NW_020192256.1
chrUn_NW_020192257v1	NKLS02002173.1	NKLS02002173.1	NW_020192257.1
chrUn_NW_020192258v1	NKLS02002174.1	NKLS02002174.1	NW_020192258.1
chrUn_NW_020192259v1	NKLS02002175.1	NKLS02002175.1	NW_020192259.1
chrUn_NW_020192260v1	NKLS02002176.1	NKLS02002176.1	NW_020192260.1
chrUn_NW_020192261v1	NKLS02002177.1	NKLS02002177.1	NW_020192261.1
chrUn_NW_020192262v1	NKLS02002178.1	NKLS02002178.1	NW_020192262.1
chrUn_NW_020192263v1	NKLS02002179.1	NKLS02002179.1	NW_020192263.1
chrUn_NW_020192264v1	NKLS02002180.1	NKLS02002180.1	NW_020192264.1
chrUn_NW_020192265v1	NKLS02002181.1	NKLS02002181.1	NW_020192265.1
chrUn_NW_020192266v1	NKLS02002182.1	NKLS02002182.1	NW_020192266.1
chrUn_NW_020192267v1	NKLS02002183.1	NKLS02002183.1	NW_020192267.1
chrUn_NW_020192268v1	NKLS02002184.1	NKLS02002184.1	NW_020192268.1
chrUn_NW_020192269v1	NKLS02002185.1	NKLS02002185.1	NW_020192269.1
chrUn_NW_020192270v1	NKLS02002186.1	NKLS02002186.1	NW_020192270.1
chrUn_NW_020192271v1	NKLS02002187.1	NKLS02002187.1	NW_020192271.1
chrUn_NW_020192272v1	NKLS02002188.1	NKLS02002188.1	NW_020192272.1
chrUn_NW_020192273v1	NKLS02002189.1	NKLS02002189.1	NW_020192273.1
chrUn_NW_020192274v1	NKLS02002190.1	NKLS02002190.1	NW_020192274.1
chrUn_NW_020192275v1	NKLS02002191.1	NKLS02002191.1	NW_020192275.1
chrUn_NW_020192276v1	NKLS02002192.1	NKLS02002192.1	NW_020192276.1
chrUn_NW_020192277v1	NKLS02002193.1	NKLS02002193.1	NW_020192277.1
chrUn_NW_020192278v1	NKLS02002194.1	NKLS02002194.1	NW_020192278.1
chrUn_NW_020192279v1	NKLS02002195.1	NKLS02002195.1	NW_020192279.1
chrUn_NW_020192280v1	NKLS02002196.1	NKLS02002196.1	NW_020192280.1
chrUn_NW_020192281v1	NKLS02002197.1	NKLS02002197.1	NW_020192281.1
chrUn_NW_020192282v1	NKLS02002198.1	NKLS02002198.1	NW_020192282.1
chrUn_NW_020192283v1	NKLS02002199.1	NKLS02002199.1	NW_020192283.1
chrUn_NW_020192284v1	NKLS02002200.1	NKLS02002200.1	NW_020192284.1
chrUn_NW_020192285v1	NKLS02002201.1	NKLS02002201.1	NW_020192285.1
chrUn_NW_020192286v1	NKLS02002202.1	NKLS02002202.1	NW_020192286.1
chrUn_NW_020192287v1	NKLS02002203.1	NKLS02002203.1	NW_020192287.1
chrUn_NW_020192288v1	NKLS02002204.1	NKLS02002204.1	NW_020192288.1
chrUn_NW_020192289v1	NKLS02002205.1	NKLS02002205.1	NW_020192289.1
chrUn_NW_020192290v1	NKLS02002206.1	NKLS02002206.1	NW_020192290.1
chrUn_NW_020192291v1	NKLS02002207.1	NKLS02002207.1	NW_020192291.1
chrUn_NW_020192292v1	NKLS02002208.1	NKLS02002208.1	NW_020192292.1
chrUn_NW_020192293v1	NKLS02002209.1	NKLS02002209.1	NW_020192293.1
chrUn_NW_020192294v1	NKLS02002210.1	NKLS02002210.1	NW_020192294.1
chrX	X	CM008197.2	NC_037357.1
